arm,block,seed,stage,restart,regime,population,iterations,evaluations,bestCost,termination
pol-none,1,130001,3,78,,0,175,11200,644.28506215413415,convergence
pol-none,1,130001,4,0,,0,228,14592,630.49501419067383,convergence
pol-none,1,130001,4,1,,0,158,10112,620.83493423461914,convergence
pol-none,1,130001,4,2,,0,168,10752,624.86553446451819,convergence
pol-none,1,130001,4,3,,0,180,11520,624.86308542887366,convergence
pol-none,1,130001,4,4,,0,169,10816,620.84543228149414,convergence
pol-none,1,130001,4,5,,0,146,9344,620.82214609781897,convergence
pol-none,1,130001,4,6,,0,164,10496,620.82008488972986,convergence
pol-none,1,130001,4,7,,0,140,8960,620.839609781901,convergence
pol-none,1,130001,4,8,,0,165,10560,620.7955423990885,convergence
pol-none,1,130001,4,9,,0,166,10624,625.37692387898767,convergence
pol-none,1,130001,4,10,,0,147,9408,620.8413976033529,convergence
pol-none,1,130001,4,11,,0,164,10496,624.86553446451819,convergence
pol-none,1,130001,4,12,,0,148,9472,620.83866628011071,convergence
pol-none,1,130001,4,13,,0,150,9600,624.86358642578125,convergence
pol-none,1,130001,4,14,,0,172,11008,625.37637456258142,convergence
pol-none,1,130001,4,15,,0,157,10048,624.86771138509118,convergence
pol-none,1,130001,4,16,,0,181,11584,620.79259618123376,convergence
pol-none,1,130001,4,17,,0,174,11136,632.68828074137366,convergence
pol-none,1,130001,4,18,,0,148,9472,620.82213973999023,convergence
pol-none,1,130001,4,19,,0,174,11136,624.86308542887366,convergence
pol-none,1,130001,4,20,,0,135,8640,620.83819198608398,convergence
pol-none,1,130001,4,21,,0,157,10048,620.81933085123694,convergence
pol-none,1,130001,4,22,,0,175,11200,620.7955423990885,convergence
pol-none,1,130001,4,23,,0,146,9344,620.83857472737634,convergence
pol-none,1,130001,4,24,,0,162,10368,624.86391194661462,convergence
pol-none,1,130001,4,25,,0,143,9152,624.86358642578125,convergence
pol-none,1,130001,4,26,,0,146,9344,624.86325454711914,convergence
pol-none,1,130001,4,27,,0,153,9792,625.37120819091797,convergence
pol-none,1,130001,4,28,,0,181,11584,624.86391194661462,convergence
pol-none,1,130001,4,29,,0,171,10944,620.7955423990885,convergence
pol-none,1,130001,4,30,,0,139,8896,624.86783981323242,convergence
pol-none,1,130001,4,31,,0,141,9024,624.87281926472986,convergence
pol-none,1,130001,4,32,,0,138,8832,620.83977762858069,convergence
pol-none,1,130001,4,33,,0,151,9664,625.39910634358728,convergence
pol-none,1,130001,4,34,,0,152,9728,620.84022267659509,convergence
pol-none,1,130001,4,35,,0,157,10048,620.81579717000329,convergence
pol-none,1,130001,4,36,,0,147,9408,630.6977869669596,convergence
pol-none,1,130001,4,37,,0,145,9280,625.377919514974,convergence
pol-none,1,130001,4,38,,0,162,10368,620.82213973999023,convergence
pol-none,1,130001,4,39,,0,152,9728,620.83977762858069,convergence
pol-none,1,130001,4,40,,0,123,7872,624.86535135904944,convergence
pol-none,1,130001,4,41,,0,179,11456,632.80631256103516,convergence
pol-none,1,130001,4,42,,0,170,10880,620.82822799682617,convergence
